auditRecordId,recordedAt,actorIdentity,actorAttribution,action,objectKind,objectId,version,outcome,snapshotId,detailJson
41aee1da9c2c427e84ad6b72f12b3e54,2026-09-10T17:47:25.2358259+08:00,deployment:8005-controlserver@DESKTOP-F9HC40O,NOT_ATTRIBUTABLE_TO_NATURAL_PERSON,SLOT_TEMPLATE_VERSION_PUBLISHED,SlotTemplate,8005-standard-slot,1,Succeeded,b36863dd62d64fc0babedba868c0436d,"{""contentSha256"":""0c0ae6b4594545f4024ba0aff8e43e812c3ac5718532101a1a89ad9d6a398add"",""frozenAt"":""2026-09-10T17:47:25.2358259+08:00""}"
f56cdb95514c41f0b26629298e6cb1f3,2026-09-10T17:47:25.2358259+08:00,deployment:8005-controlserver@DESKTOP-F9HC40O,NOT_ATTRIBUTABLE_TO_NATURAL_PERSON,SLOT_MODEL_VERSION_PUBLISHED,SlotModelVersion,8005-eight-slot,1,Succeeded,42a10eb069e64746b97e4edfeb6b8446,"{""contentSha256"":""e469bb303de3314c40e42b5524f17277093f7c75ce6d98854561f72ef5b10830"",""frozenAt"":""2026-09-10T17:47:25.2358259+08:00""}"
753b45f54bb240a195f90aec2fa22f5d,2026-09-10T17:47:27.3432687+08:00,deployment:8005-controlserver@DESKTOP-F9HC40O,NOT_ATTRIBUTABLE_TO_NATURAL_PERSON,SLOT_IO_BINDING_VERSION_PUBLISHED,ActiveSlotConfiguration,AGV-L2-001:803e1ca681ba4653b2816a447c7cb5b3,1,Succeeded,dcb38846a29a4a9db919f8b8e03f791c,"{""contentSha256"":""39a1181a47914891dbbbd627b4056749d2827d6bb26ffab5bb3d65b5c4dc7554"",""frozenAt"":""2026-09-10T17:47:27.3432687+08:00""}"
25cba270254a49dcb29c57c4bdef5cfb,2026-09-10T09:47:28.8527222+00:00,deployment:8005-controlserver@DESKTOP-F9HC40O,NOT_ATTRIBUTABLE_TO_NATURAL_PERSON,SLOT_CONFIGURATION_ACTIVATION_ISSUED,ActiveSlotConfiguration,AGV-L2-001:803e1ca681ba4653b2816a447c7cb5b3,2,Succeeded,87b10ab40ebf400ebc4093d1545ed436,"{""contentSha256"":""39a1181a47914891dbbbd627b4056749d2827d6bb26ffab5bb3d65b5c4dc7554"",""frozenAt"":""2026-09-10T09:47:28.8527222+00:00""}"
27611e9b1d0243d2a48e0df9870c2d9d,2026-09-10T09:47:29.1663125+00:00,deployment:8005-controlserver@DESKTOP-F9HC40O,NOT_ATTRIBUTABLE_TO_NATURAL_PERSON,SLOT_CONFIGURATION_ACTIVATION_RESULT_RECORDED,ActiveSlotConfiguration,AGV-L2-001,2,Succeeded,87b10ab40ebf400ebc4093d1545ed436,"{""activationId"":""b2c76621-268c-47af-ab7f-bb913c500977"",""deliveryClass"":""RELIABLE"",""recoveryRole"":""SLOT_CONFIGURATION"",""reasonCode"":null}"
