utc,committedGiB,limitGiB
2026-09-22T05:23:20.2459604Z,7.46,16.00
2026-09-22T05:23:22.6385486Z,7.98,16.00
2026-09-22T05:23:24.9422278Z,8.02,16.00
2026-09-22T05:23:27.2522849Z,8.68,16.00
2026-09-22T05:23:29.5480170Z,8.16,16.00
2026-09-22T05:23:31.8651829Z,7.36,16.00
2026-09-22T05:23:34.1811866Z,8.05,16.00
2026-09-22T05:23:36.4940122Z,8.13,16.00
2026-09-22T05:23:38.8021601Z,7.90,16.00
2026-09-22T05:23:41.1103843Z,8.29,16.00
2026-09-22T05:23:43.4231611Z,8.38,16.00
2026-09-22T05:23:45.7135689Z,7.97,16.00
2026-09-22T05:23:48.0262482Z,8.15,16.00
2026-09-22T05:23:50.3596618Z,8.66,16.00
2026-09-22T05:23:52.7432233Z,8.36,16.00
2026-09-22T05:23:55.0527559Z,8.60,16.00
2026-09-22T05:23:57.3692248Z,8.79,16.00
2026-09-22T05:23:59.6868166Z,7.84,16.00
2026-09-22T05:24:01.9883492Z,6.75,16.00
2026-09-22T05:24:04.3071853Z,7.00,16.00
2026-09-22T05:24:06.6201038Z,7.04,16.00
2026-09-22T05:24:08.9225708Z,7.15,16.00
2026-09-22T05:24:11.2263892Z,7.26,16.00
2026-09-22T05:24:13.5359646Z,7.36,16.00
2026-09-22T05:24:15.8435907Z,7.28,16.00
2026-09-22T05:24:18.1487843Z,6.62,16.00
2026-09-22T05:24:20.4650115Z,6.96,16.00
2026-09-22T05:24:22.7822448Z,7.19,16.00
2026-09-22T05:24:25.0821414Z,7.15,16.00
2026-09-22T05:24:27.3814580Z,6.88,16.00
2026-09-22T05:24:29.6901298Z,7.14,16.00
2026-09-22T05:24:31.9878445Z,7.13,16.00
2026-09-22T05:24:34.3039659Z,7.19,16.00
2026-09-22T05:24:36.6080840Z,7.37,16.00
2026-09-22T05:24:38.9117830Z,7.45,16.00
2026-09-22T05:24:41.2117589Z,7.15,16.00
2026-09-22T05:24:43.5220512Z,7.29,16.00
2026-09-22T05:24:45.8552851Z,7.27,16.00
2026-09-22T05:24:48.1704363Z,7.36,16.00
2026-09-22T05:24:50.4532686Z,7.52,16.00
2026-09-22T05:24:52.7557392Z,7.54,16.00
2026-09-22T05:24:55.0690307Z,7.57,16.00
2026-09-22T05:24:57.3801864Z,7.53,16.00
2026-09-22T05:24:59.6950861Z,7.57,16.00
2026-09-22T05:25:02.0038804Z,7.25,16.00
2026-09-22T05:25:04.3215052Z,7.43,16.00
2026-09-22T05:25:06.6329525Z,7.36,16.00
2026-09-22T05:25:08.9418655Z,7.45,16.00
2026-09-22T05:25:11.2551686Z,7.62,16.00
2026-09-22T05:25:13.5703884Z,7.65,16.00
2026-09-22T05:25:15.8730154Z,7.63,16.00
2026-09-22T05:25:18.1853183Z,6.85,16.00
2026-09-22T05:25:20.4910012Z,7.09,16.00
2026-09-22T05:25:22.7873620Z,5.69,16.00
2026-09-22T05:25:25.0852514Z,5.45,16.00
2026-09-22T05:25:27.3916243Z,5.98,16.00
2026-09-22T05:25:29.7058167Z,6.23,16.00
