auditRecordId,recordedAt,actorIdentity,actorAttribution,action,objectKind,objectId,version,outcome,snapshotId,detailJson
471efcabf579418ea4af1730e9b6fe82,2026-09-18T23:28:13.1750213+08:00,deployment:8005-controlserver@DESKTOP-F9HC40O,NOT_ATTRIBUTABLE_TO_NATURAL_PERSON,SLOT_TEMPLATE_VERSION_PUBLISHED,SlotTemplate,8005-standard-slot,1,Succeeded,fe2c136ad8b74f01923a0203bf121c29,"{""contentSha256"":""0c0ae6b4594545f4024ba0aff8e43e812c3ac5718532101a1a89ad9d6a398add"",""frozenAt"":""2026-09-18T23:28:13.1750213+08:00""}"
d22cf02b2710484bbd0e05ebea921906,2026-09-18T23:28:13.1750213+08:00,deployment:8005-controlserver@DESKTOP-F9HC40O,NOT_ATTRIBUTABLE_TO_NATURAL_PERSON,SLOT_MODEL_VERSION_PUBLISHED,SlotModelVersion,8005-eight-slot,1,Succeeded,72f54b95aaea439482815bc569132bb2,"{""contentSha256"":""649195eb4376dc54c74d1603b5fd14f6149e5f2c3cefda41e71952737840035f"",""frozenAt"":""2026-09-18T23:28:13.1750213+08:00""}"
890863a88cab4d0ab624ca72274755f1,2026-09-18T23:28:14.8151264+08:00,deployment:8005-controlserver@DESKTOP-F9HC40O,NOT_ATTRIBUTABLE_TO_NATURAL_PERSON,SLOT_IO_BINDING_VERSION_PUBLISHED,ActiveSlotConfiguration,AGV-L2-001:79bc1356a9be4dc1ade9494a32545fcf,1,Succeeded,c265164658a64bd59ea400652910188c,"{""contentSha256"":""39a1181a47914891dbbbd627b4056749d2827d6bb26ffab5bb3d65b5c4dc7554"",""frozenAt"":""2026-09-18T23:28:14.8151264+08:00""}"
565cc499a8b14a7ebec40ce6d16f731b,2026-09-18T15:28:16.2815293+00:00,deployment:8005-controlserver@DESKTOP-F9HC40O,NOT_ATTRIBUTABLE_TO_NATURAL_PERSON,SLOT_CONFIGURATION_ACTIVATION_ISSUED,ActiveSlotConfiguration,AGV-L2-001:79bc1356a9be4dc1ade9494a32545fcf,2,Succeeded,7ea4453e062041c2a4265721c0e52585,"{""contentSha256"":""39a1181a47914891dbbbd627b4056749d2827d6bb26ffab5bb3d65b5c4dc7554"",""frozenAt"":""2026-09-18T15:28:16.2815293+00:00""}"
16a10b52529b4ec78fc4dc6ab3a5b324,2026-09-18T15:28:16.5720766+00:00,deployment:8005-controlserver@DESKTOP-F9HC40O,NOT_ATTRIBUTABLE_TO_NATURAL_PERSON,SLOT_CONFIGURATION_ACTIVATION_RESULT_RECORDED,ActiveSlotConfiguration,AGV-L2-001,2,Succeeded,7ea4453e062041c2a4265721c0e52585,"{""activationId"":""c180cbf1-c3b4-472b-805a-4521b7fde82b"",""deliveryClass"":""RELIABLE"",""recoveryRole"":""SLOT_CONFIGURATION"",""reasonCode"":null}"
