auditRecordId,recordedAt,actorIdentity,actorAttribution,action,objectKind,objectId,version,outcome,snapshotId,detailJson
cb5c7fee99004672b3727aecb1dcfef2,2026-09-20T13:15:05.1948324+00:00,deployment:8005-controlserver@LAB-WIN-01,NOT_ATTRIBUTABLE_TO_NATURAL_PERSON,TASK_TYPE_STATION_RULE_VERSION_LOADED,TaskTypeStationRule,task-type-station-rules,1,Succeeded,d14c201ed1f74d0e9511e1d65e3fc648,"{""contentSha256"":""3e8211092cce6f8a76208a7c972c2e87eba697cba2c1fa31e7fb34ca42951100"",""frozenAt"":""2026-09-20T13:15:05.1948324+00:00""}"
f08639536cfe48a997f980af25922fc7,2026-09-20T13:15:05.1948324+00:00,deployment:8005-controlserver@LAB-WIN-01,NOT_ATTRIBUTABLE_TO_NATURAL_PERSON,TASK_TYPE_STATION_BINDING_SET_VERSION_LOADED,PublicStationBinding,map-25,1,Succeeded,3ecbef327a0e48789b356b9043a18536,"{""contentSha256"":""21b4b7f663331518dd4e4453d29c051dcaa7ed08dfcc6f0ac9360d2a7e97c636"",""frozenAt"":""2026-09-20T13:15:05.1948324+00:00""}"
4e711db0c9884deca6b987b5d26c0176,2026-09-20T21:15:07.1769505+08:00,deployment:8005-controlserver@LAB-WIN-01,NOT_ATTRIBUTABLE_TO_NATURAL_PERSON,SLOT_MODEL_VERSION_PUBLISHED,SlotModelVersion,8005-eight-slot,1,Succeeded,b17e941b9e0e4d5d853be776ade7ec7b,"{""contentSha256"":""649195eb4376dc54c74d1603b5fd14f6149e5f2c3cefda41e71952737840035f"",""frozenAt"":""2026-09-20T21:15:07.1769505+08:00""}"
e4b47b6e2be34618a936a9650233bda2,2026-09-20T21:15:07.1769505+08:00,deployment:8005-controlserver@LAB-WIN-01,NOT_ATTRIBUTABLE_TO_NATURAL_PERSON,SLOT_TEMPLATE_VERSION_PUBLISHED,SlotTemplate,8005-standard-slot,1,Succeeded,4592c8b3358d4c0583ad55209a6f5fdb,"{""contentSha256"":""0c0ae6b4594545f4024ba0aff8e43e812c3ac5718532101a1a89ad9d6a398add"",""frozenAt"":""2026-09-20T21:15:07.1769505+08:00""}"
5eb01289d75f493a99fa0cbc21348d47,2026-09-20T21:15:08.6271740+08:00,deployment:8005-controlserver@LAB-WIN-01,NOT_ATTRIBUTABLE_TO_NATURAL_PERSON,SLOT_IO_BINDING_VERSION_PUBLISHED,ActiveSlotConfiguration,AGV-L2-001:a02de0efdfe7497fbe178bb16925aa45,1,Succeeded,b84c8df67acc49578d0e7b1fe539c060,"{""contentSha256"":""39a1181a47914891dbbbd627b4056749d2827d6bb26ffab5bb3d65b5c4dc7554"",""frozenAt"":""2026-09-20T21:15:08.6271740+08:00""}"
fca95cc12a6f4661b298576cae373560,2026-09-20T13:15:09.8411994+00:00,deployment:8005-controlserver@LAB-WIN-01,NOT_ATTRIBUTABLE_TO_NATURAL_PERSON,SLOT_CONFIGURATION_ACTIVATION_ISSUED,ActiveSlotConfiguration,AGV-L2-001:a02de0efdfe7497fbe178bb16925aa45,2,Succeeded,aaf8f262ac194e1ebc6cd7da0599c771,"{""contentSha256"":""39a1181a47914891dbbbd627b4056749d2827d6bb26ffab5bb3d65b5c4dc7554"",""frozenAt"":""2026-09-20T13:15:09.8411994+00:00""}"
0531cadf219640f0b33b2f2cd1dfc9e9,2026-09-20T13:15:09.9712030+00:00,deployment:8005-controlserver@LAB-WIN-01,NOT_ATTRIBUTABLE_TO_NATURAL_PERSON,SLOT_CONFIGURATION_ACTIVATION_RESULT_RECORDED,ActiveSlotConfiguration,AGV-L2-001,2,Succeeded,aaf8f262ac194e1ebc6cd7da0599c771,"{""activationId"":""039a12e7-a0d5-4192-a9dd-6e65231a8321"",""deliveryClass"":""RELIABLE"",""recoveryRole"":""SLOT_CONFIGURATION"",""reasonCode"":null}"
