utc,committedGiB,limitGiB
2026-09-19T14:44:12.4062621Z,3.52,16.00
2026-09-19T14:44:14.7455463Z,4.30,16.00
2026-09-19T14:44:17.0416400Z,5.00,16.00
2026-09-19T14:44:19.3584090Z,5.38,16.00
2026-09-19T14:44:21.6378029Z,5.69,16.00
2026-09-19T14:44:23.9474915Z,4.93,16.00
2026-09-19T14:44:26.2460017Z,5.29,16.00
2026-09-19T14:44:28.5527258Z,5.17,16.00
2026-09-19T14:44:30.8536679Z,5.33,16.00
2026-09-19T14:44:33.1588675Z,4.84,16.00
2026-09-19T14:44:35.4516481Z,5.00,16.00
2026-09-19T14:44:37.7554578Z,5.57,16.00
2026-09-19T14:44:40.0727938Z,6.07,16.00
2026-09-19T14:44:42.3745776Z,3.46,16.00
2026-09-19T14:44:44.6768374Z,3.67,16.00
2026-09-19T14:44:46.9806016Z,3.78,16.00
2026-09-19T14:44:49.2860079Z,3.86,16.00
2026-09-19T14:44:51.5903860Z,3.96,16.00
2026-09-19T14:44:53.8874656Z,3.90,16.00
2026-09-19T14:44:56.1906002Z,4.01,16.00
2026-09-19T14:44:58.4939940Z,4.13,16.00
2026-09-19T14:45:00.7913082Z,4.15,16.00
2026-09-19T14:45:03.0900660Z,4.17,16.00
2026-09-19T14:45:05.3902964Z,4.13,16.00
2026-09-19T14:45:07.7068724Z,4.17,16.00
2026-09-19T14:45:10.0145317Z,4.20,16.00
2026-09-19T14:45:12.3182354Z,4.19,16.00
2026-09-19T14:45:14.6337872Z,4.20,16.00
2026-09-19T14:45:16.9433179Z,4.19,16.00
2026-09-19T14:45:19.2597859Z,4.19,16.00
2026-09-19T14:45:21.5761039Z,4.19,16.00
2026-09-19T14:45:23.8816170Z,4.19,16.00
2026-09-19T14:45:26.1992026Z,4.19,16.00
2026-09-19T14:45:28.5004569Z,4.19,16.00
2026-09-19T14:45:30.8041030Z,4.19,16.00
2026-09-19T14:45:33.1085805Z,4.19,16.00
2026-09-19T14:45:35.4251934Z,4.20,16.00
2026-09-19T14:45:37.7320997Z,4.19,16.00
2026-09-19T14:45:40.0387634Z,4.19,16.00
2026-09-19T14:45:42.3414402Z,4.19,16.00
2026-09-19T14:45:44.6546400Z,4.20,16.00
2026-09-19T14:45:46.9928619Z,4.20,16.00
2026-09-19T14:45:49.3015411Z,4.22,16.00
2026-09-19T14:45:51.6197835Z,4.22,16.00
2026-09-19T14:45:53.9295749Z,4.25,16.00
2026-09-19T14:45:56.2354040Z,4.25,16.00
2026-09-19T14:45:58.5350230Z,3.83,16.00
2026-09-19T14:46:00.8340400Z,3.68,16.00
2026-09-19T14:46:03.1457238Z,3.79,16.00
2026-09-19T14:46:05.4524990Z,3.91,16.00
2026-09-19T14:46:07.7640335Z,3.86,16.00
2026-09-19T14:46:10.0782751Z,3.99,16.00
2026-09-19T14:46:12.3875285Z,4.09,16.00
2026-09-19T14:46:14.6912716Z,4.13,16.00
2026-09-19T14:46:16.9949017Z,4.16,16.00
2026-09-19T14:46:19.2970523Z,4.13,16.00
2026-09-19T14:46:21.6120243Z,4.17,16.00
2026-09-19T14:46:23.9258701Z,4.18,16.00
2026-09-19T14:46:26.2388210Z,4.17,16.00
2026-09-19T14:46:28.5453886Z,4.17,16.00
2026-09-19T14:46:30.8508118Z,4.17,16.00
2026-09-19T14:46:33.1580676Z,4.17,16.00
2026-09-19T14:46:35.4641089Z,4.17,16.00
2026-09-19T14:46:37.7691545Z,4.17,16.00
2026-09-19T14:46:40.0709477Z,4.17,16.00
2026-09-19T14:46:42.3789731Z,4.17,16.00
2026-09-19T14:46:44.6812717Z,4.18,16.00
2026-09-19T14:46:46.9867476Z,4.18,16.00
2026-09-19T14:46:49.2928182Z,4.18,16.00
2026-09-19T14:46:51.5946594Z,4.18,16.00
2026-09-19T14:46:53.9059949Z,4.18,16.00
2026-09-19T14:46:56.2106868Z,4.17,16.00
2026-09-19T14:46:58.5174755Z,4.18,16.00
2026-09-19T14:47:00.8212392Z,4.19,16.00
2026-09-19T14:47:03.1271425Z,4.18,16.00
2026-09-19T14:47:05.4331007Z,4.19,16.00
2026-09-19T14:47:07.7383448Z,4.19,16.00
2026-09-19T14:47:10.0439524Z,4.19,16.00
2026-09-19T14:47:12.3488063Z,4.20,16.00
2026-09-19T14:47:14.6559493Z,4.20,16.00
2026-09-19T14:47:16.9613598Z,4.20,16.00
2026-09-19T14:47:19.2721534Z,4.20,16.00
2026-09-19T14:47:21.5788796Z,4.21,16.00
2026-09-19T14:47:23.8860353Z,4.21,16.00
2026-09-19T14:47:26.1859990Z,4.21,16.00
2026-09-19T14:47:28.4991370Z,4.20,16.00
2026-09-19T14:47:30.7969545Z,4.21,16.00
2026-09-19T14:47:33.1050198Z,4.21,16.00
2026-09-19T14:47:35.4156369Z,3.52,16.00
2026-09-19T14:47:37.7217337Z,3.69,16.00
2026-09-19T14:47:40.0322385Z,3.84,16.00
2026-09-19T14:47:42.3311542Z,3.95,16.00
2026-09-19T14:47:44.6430835Z,3.89,16.00
