utc,committedGiB,limitGiB
2026-09-19T14:37:25.5242844Z,6.78,16.00
2026-09-19T14:37:27.8636803Z,6.83,16.00
2026-09-19T14:37:30.1720583Z,6.84,16.00
2026-09-19T14:37:32.4770808Z,6.84,16.00
2026-09-19T14:37:34.7930192Z,6.78,16.00
2026-09-19T14:37:37.1080642Z,6.83,16.00
2026-09-19T14:37:39.4229412Z,6.84,16.00
2026-09-19T14:37:41.7397073Z,6.56,16.00
2026-09-19T14:37:44.0492836Z,6.47,16.00
2026-09-19T14:37:46.3642823Z,6.53,16.00
2026-09-19T14:37:48.6771723Z,6.55,16.00
2026-09-19T14:37:50.9741820Z,6.56,16.00
2026-09-19T14:37:53.3004593Z,6.54,16.00
2026-09-19T14:37:55.5904733Z,6.71,16.00
2026-09-19T14:37:57.8891580Z,7.05,16.00
2026-09-19T14:38:00.2499347Z,7.38,16.00
2026-09-19T14:38:02.5271971Z,7.55,16.00
2026-09-19T14:38:05.0510426Z,7.62,16.00
2026-09-19T14:38:07.3677079Z,7.67,16.00
2026-09-19T14:38:09.6797131Z,7.76,16.00
2026-09-19T14:38:12.0009885Z,7.35,16.00
2026-09-19T14:38:14.4175649Z,7.51,16.00
2026-09-19T14:38:16.7187143Z,7.62,16.00
2026-09-19T14:38:19.0154333Z,7.65,16.00
2026-09-19T14:38:21.3232880Z,7.46,16.00
2026-09-19T14:38:23.6299834Z,7.54,16.00
2026-09-19T14:38:25.9356690Z,7.59,16.00
2026-09-19T14:38:28.2519965Z,7.70,16.00
2026-09-19T14:38:30.5631359Z,7.75,16.00
2026-09-19T14:38:32.8725497Z,7.66,16.00
2026-09-19T14:38:35.1768244Z,7.74,16.00
2026-09-19T14:38:37.4875285Z,7.74,16.00
2026-09-19T14:38:39.7932042Z,7.88,16.00
2026-09-19T14:38:42.0963526Z,7.69,16.00
2026-09-19T14:38:44.3922370Z,7.57,16.00
2026-09-19T14:38:46.7065644Z,7.72,16.00
2026-09-19T14:38:49.0103911Z,7.82,16.00
2026-09-19T14:38:51.3052039Z,7.95,16.00
2026-09-19T14:38:53.6090124Z,7.98,16.00
2026-09-19T14:38:55.9100501Z,8.01,16.00
2026-09-19T14:38:58.2053373Z,8.04,16.00
2026-09-19T14:39:00.5060579Z,8.01,16.00
2026-09-19T14:39:02.8188260Z,8.03,16.00
2026-09-19T14:39:05.1237720Z,8.08,16.00
2026-09-19T14:39:07.4354354Z,8.02,16.00
2026-09-19T14:39:09.7528716Z,8.03,16.00
2026-09-19T14:39:12.0564430Z,8.02,16.00
2026-09-19T14:39:14.3542072Z,7.98,16.00
2026-09-19T14:39:16.6646316Z,8.03,16.00
2026-09-19T14:39:18.9683016Z,8.03,16.00
2026-09-19T14:39:21.2751213Z,7.99,16.00
2026-09-19T14:39:23.5825578Z,8.06,16.00
2026-09-19T14:39:25.8903475Z,7.26,16.00
2026-09-19T14:39:28.2018944Z,7.44,16.00
2026-09-19T14:39:30.4886892Z,7.56,16.00
2026-09-19T14:39:32.7950202Z,7.69,16.00
2026-09-19T14:39:35.1020667Z,7.63,16.00
2026-09-19T14:39:37.4136528Z,7.72,16.00
2026-09-19T14:39:39.7215884Z,7.82,16.00
2026-09-19T14:39:42.0260217Z,7.94,16.00
2026-09-19T14:39:44.3387364Z,7.98,16.00
2026-09-19T14:39:46.6480411Z,8.00,16.00
2026-09-19T14:39:48.9578616Z,7.96,16.00
2026-09-19T14:39:51.2559577Z,7.96,16.00
2026-09-19T14:39:53.5688929Z,7.94,16.00
2026-09-19T14:39:55.8745907Z,8.00,16.00
2026-09-19T14:39:58.1753850Z,8.03,16.00
2026-09-19T14:40:00.4817044Z,8.05,16.00
2026-09-19T14:40:02.7829130Z,8.06,16.00
2026-09-19T14:40:05.0902248Z,8.06,16.00
2026-09-19T14:40:07.4025582Z,7.94,16.00
2026-09-19T14:40:09.7127905Z,7.92,16.00
2026-09-19T14:40:12.0219946Z,7.99,16.00
2026-09-19T14:40:14.3214837Z,8.03,16.00
2026-09-19T14:40:16.6311970Z,7.96,16.00
2026-09-19T14:40:18.9218657Z,7.98,16.00
2026-09-19T14:40:21.2310472Z,7.99,16.00
2026-09-19T14:40:23.5291193Z,7.07,16.00
2026-09-19T14:40:25.8312570Z,7.06,16.00
2026-09-19T14:40:28.1409818Z,7.04,16.00
2026-09-19T14:40:30.4552029Z,7.04,16.00
2026-09-19T14:40:32.7554225Z,7.04,16.00
2026-09-19T14:40:35.0703125Z,7.04,16.00
2026-09-19T14:40:37.3747753Z,6.48,16.00
2026-09-19T14:40:39.6785134Z,6.48,16.00
2026-09-19T14:40:41.9978107Z,6.39,16.00
2026-09-19T14:40:44.3050776Z,6.39,16.00
2026-09-19T14:40:46.6058725Z,6.40,16.00
2026-09-19T14:40:48.9215222Z,6.46,16.00
2026-09-19T14:40:51.2251363Z,6.46,16.00
