utc,committedGiB,limitGiB
2026-09-22T07:32:13.5473192Z,9.50,16.00
2026-09-22T07:32:16.3570491Z,10.03,16.00
2026-09-22T07:32:18.7176187Z,10.27,16.00
2026-09-22T07:32:21.1505599Z,10.36,16.00
2026-09-22T07:32:23.4507380Z,10.66,16.00
2026-09-22T07:32:25.7535634Z,10.72,16.00
2026-09-22T07:32:28.0698773Z,9.97,16.00
2026-09-22T07:32:30.3803481Z,10.68,16.00
2026-09-22T07:32:32.7904107Z,9.60,16.00
2026-09-22T07:32:35.1012028Z,9.51,16.00
2026-09-22T07:32:37.4109818Z,9.73,16.00
2026-09-22T07:32:39.7249797Z,9.40,16.00
2026-09-22T07:32:42.0319796Z,9.67,16.00
2026-09-22T07:32:44.3621139Z,10.04,16.00
2026-09-22T07:32:46.7311160Z,10.20,16.00
2026-09-22T07:32:49.0333509Z,9.75,16.00
2026-09-22T07:32:51.3409897Z,10.09,16.00
2026-09-22T07:32:53.6462844Z,9.99,16.00
2026-09-22T07:32:55.9431708Z,10.25,16.00
2026-09-22T07:32:58.3144738Z,10.32,16.00
2026-09-22T07:33:02.2756634Z,9.70,16.00
2026-09-22T07:33:04.5839441Z,9.72,16.00
2026-09-22T07:33:06.8810698Z,9.26,16.00
2026-09-22T07:33:09.1811378Z,9.54,16.00
2026-09-22T07:33:11.5273231Z,10.07,16.00
2026-09-22T07:33:13.8342292Z,10.24,16.00
2026-09-22T07:33:16.1668420Z,10.47,16.00
2026-09-22T07:33:18.4803091Z,10.59,16.00
2026-09-22T07:33:20.8479826Z,10.55,16.00
2026-09-22T07:33:23.1564232Z,10.57,16.00
2026-09-22T07:33:25.4703614Z,9.69,16.00
2026-09-22T07:33:27.7804505Z,9.70,16.00
2026-09-22T07:33:30.0879616Z,8.50,16.00
2026-09-22T07:33:32.4032733Z,8.50,16.00
2026-09-22T07:33:34.7077380Z,8.55,16.00
2026-09-22T07:33:37.0025096Z,8.57,16.00
2026-09-22T07:33:39.3197493Z,8.74,16.00
2026-09-22T07:33:41.6284300Z,8.79,16.00
2026-09-22T07:33:43.9255517Z,8.82,16.00
2026-09-22T07:33:46.2404554Z,8.87,16.00
2026-09-22T07:33:48.5458214Z,8.98,16.00
2026-09-22T07:33:50.8563675Z,9.05,16.00
2026-09-22T07:33:53.2456794Z,8.50,16.00
2026-09-22T07:33:55.5546549Z,8.62,16.00
2026-09-22T07:33:57.8636820Z,8.84,16.00
2026-09-22T07:34:00.1648724Z,8.83,16.00
2026-09-22T07:34:02.4494911Z,9.02,16.00
2026-09-22T07:34:04.7556683Z,9.12,16.00
2026-09-22T07:34:07.0645434Z,8.56,16.00
2026-09-22T07:34:09.3640443Z,8.82,16.00
2026-09-22T07:34:11.6804935Z,9.00,16.00
2026-09-22T07:34:13.9918976Z,8.34,16.00
2026-09-22T07:34:16.3099982Z,8.74,16.00
2026-09-22T07:34:18.5996754Z,9.01,16.00
2026-09-22T07:34:20.9028205Z,8.92,16.00
2026-09-22T07:34:23.2192267Z,9.06,16.00
2026-09-22T07:34:25.5268457Z,9.12,16.00
2026-09-22T07:34:27.8307846Z,9.17,16.00
2026-09-22T07:34:30.1409874Z,9.21,16.00
2026-09-22T07:34:32.4402551Z,9.21,16.00
2026-09-22T07:34:34.7464468Z,8.44,16.00
2026-09-22T07:34:37.0559448Z,8.73,16.00
2026-09-22T07:34:39.3642059Z,8.87,16.00
2026-09-22T07:34:41.6793847Z,8.79,16.00
2026-09-22T07:34:43.9916366Z,8.96,16.00
2026-09-22T07:34:46.3019940Z,9.11,16.00
2026-09-22T07:34:48.6137311Z,9.11,16.00
2026-09-22T07:34:50.9314010Z,9.09,16.00
2026-09-22T07:34:53.2414528Z,9.15,16.00
2026-09-22T07:34:55.5576320Z,9.21,16.00
2026-09-22T07:34:57.8723956Z,8.79,16.00
2026-09-22T07:35:00.1748177Z,8.97,16.00
2026-09-22T07:35:02.4770812Z,8.91,16.00
2026-09-22T07:35:04.7890096Z,9.02,16.00
2026-09-22T07:35:07.0946520Z,9.19,16.00
2026-09-22T07:35:09.3953006Z,9.30,16.00
2026-09-22T07:35:11.6958601Z,9.26,16.00
2026-09-22T07:35:14.0046017Z,9.30,16.00
2026-09-22T07:35:16.3128696Z,9.33,16.00
2026-09-22T07:35:18.6135495Z,8.74,16.00
2026-09-22T07:35:20.9287016Z,8.89,16.00
2026-09-22T07:35:23.2369009Z,8.81,16.00
2026-09-22T07:35:25.5371701Z,8.97,16.00
2026-09-22T07:35:27.8547569Z,9.14,16.00
2026-09-22T07:35:30.1696711Z,9.20,16.00
2026-09-22T07:35:32.4721989Z,9.24,16.00
2026-09-22T07:35:34.7872889Z,9.23,16.00
2026-09-22T07:35:37.1010717Z,9.26,16.00
2026-09-22T07:35:39.4160518Z,9.30,16.00
2026-09-22T07:35:41.7301515Z,9.34,16.00
2026-09-22T07:35:44.0304739Z,9.37,16.00
2026-09-22T07:35:46.3413482Z,8.79,16.00
2026-09-22T07:35:48.6432712Z,8.48,16.00
2026-09-22T07:35:50.9600373Z,8.80,16.00
2026-09-22T07:35:53.2877443Z,8.87,16.00
2026-09-22T07:35:55.6039048Z,8.98,16.00
2026-09-22T07:35:57.9206248Z,9.28,16.00
2026-09-22T07:36:00.2294970Z,9.30,16.00
2026-09-22T07:36:02.5229553Z,9.26,16.00
2026-09-22T07:36:04.8327560Z,9.35,16.00
2026-09-22T07:36:07.1216894Z,9.39,16.00
2026-09-22T07:36:09.4364939Z,9.38,16.00
2026-09-22T07:36:11.7530216Z,9.40,16.00
2026-09-22T07:36:14.0702172Z,9.41,16.00
2026-09-22T07:36:16.3846722Z,9.44,16.00
2026-09-22T07:36:18.6903928Z,9.45,16.00
2026-09-22T07:36:20.9742687Z,9.46,16.00
2026-09-22T07:36:23.2820781Z,9.50,16.00
2026-09-22T07:36:25.5954659Z,9.53,16.00
2026-09-22T07:36:27.9098643Z,9.10,16.00
2026-09-22T07:36:30.2245255Z,9.26,16.00
2026-09-22T07:36:32.5370298Z,9.17,16.00
2026-09-22T07:36:34.8546786Z,9.29,16.00
2026-09-22T07:36:37.1688753Z,9.00,16.00
2026-09-22T07:36:39.4763569Z,9.17,16.00
2026-09-22T07:36:41.7883341Z,9.09,16.00
2026-09-22T07:36:44.0821932Z,9.21,16.00
2026-09-22T07:36:46.3670456Z,9.43,16.00
2026-09-22T07:36:48.6776406Z,9.57,16.00
2026-09-22T07:36:50.9960124Z,9.60,16.00
2026-09-22T07:36:53.3018721Z,9.58,16.00
2026-09-22T07:36:55.5801761Z,9.61,16.00
2026-09-22T07:36:57.8958667Z,9.61,16.00
2026-09-22T07:37:00.1968882Z,9.67,16.00
2026-09-22T07:37:02.5127004Z,9.69,16.00
2026-09-22T07:37:04.8254037Z,9.11,16.00
2026-09-22T07:37:07.1409908Z,9.37,16.00
2026-09-22T07:37:09.4523546Z,9.56,16.00
2026-09-22T07:37:11.7692744Z,9.50,16.00
2026-09-22T07:37:14.0765850Z,9.62,16.00
2026-09-22T07:37:16.3658169Z,9.66,16.00
2026-09-22T07:37:18.6809679Z,9.72,16.00
2026-09-22T07:37:20.9978136Z,9.71,16.00
2026-09-22T07:37:23.3145978Z,9.76,16.00
2026-09-22T07:37:25.6328830Z,9.78,16.00
2026-09-22T07:37:28.0073607Z,9.79,16.00
2026-09-22T07:37:30.6305185Z,9.81,16.00
2026-09-22T07:37:32.9382737Z,9.83,16.00
2026-09-22T07:37:35.2476224Z,9.92,16.00
2026-09-22T07:37:37.6139517Z,9.34,16.00
2026-09-22T07:37:39.9303341Z,9.59,16.00
2026-09-22T07:37:42.2444361Z,8.96,16.00
2026-09-22T07:37:44.5596087Z,9.02,16.00
2026-09-22T07:37:46.8687606Z,9.26,16.00
2026-09-22T07:37:49.1723614Z,9.20,16.00
2026-09-22T07:37:51.4660077Z,9.39,16.00
2026-09-22T07:37:53.7554239Z,9.53,16.00
2026-09-22T07:37:56.0691044Z,9.59,16.00
2026-09-22T07:37:58.3695504Z,9.56,16.00
2026-09-22T07:38:00.6716414Z,9.60,16.00
2026-09-22T07:38:02.9655538Z,8.87,16.00
2026-09-22T07:38:05.2720768Z,9.03,16.00
2026-09-22T07:38:07.5815462Z,9.19,16.00
2026-09-22T07:38:09.8716229Z,9.13,16.00
2026-09-22T07:38:12.1737975Z,9.24,16.00
2026-09-22T07:38:14.4912298Z,9.42,16.00
2026-09-22T07:38:16.8053411Z,9.48,16.00
2026-09-22T07:38:19.1190329Z,9.45,16.00
2026-09-22T07:38:21.4226423Z,8.98,16.00
2026-09-22T07:38:23.7159674Z,8.44,16.00
