utc,committedGiB,limitGiB
2026-09-19T15:01:03.9359456Z,5.52,16.00
2026-09-19T15:01:07.1576406Z,6.77,16.00
2026-09-19T15:01:10.1171836Z,7.54,16.00
2026-09-19T15:01:12.4023905Z,7.77,16.00
2026-09-19T15:01:14.7616237Z,8.19,16.00
2026-09-19T15:01:17.1051237Z,8.52,16.00
2026-09-19T15:01:19.7648915Z,8.51,16.00
2026-09-19T15:01:22.4567534Z,8.62,16.00
2026-09-19T15:01:24.9477992Z,8.88,16.00
2026-09-19T15:01:27.2418780Z,8.87,16.00
2026-09-19T15:01:29.5477847Z,9.19,16.00
2026-09-19T15:01:31.8749601Z,10.15,16.00
2026-09-19T15:01:34.1965678Z,10.84,16.00
2026-09-19T15:01:36.6914241Z,11.00,16.00
2026-09-19T15:01:39.2674463Z,9.82,16.00
2026-09-19T15:01:41.5943727Z,10.35,16.00
2026-09-19T15:01:43.9022436Z,10.71,16.00
2026-09-19T15:01:46.1955412Z,10.82,16.00
2026-09-19T15:01:48.4896135Z,10.73,16.00
2026-09-19T15:01:50.8005709Z,11.18,16.00
2026-09-19T15:01:53.2169087Z,11.35,16.00
2026-09-19T15:01:55.5212757Z,10.71,16.00
2026-09-19T15:01:57.8264408Z,10.45,16.00
2026-09-19T15:02:00.1173339Z,10.97,16.00
2026-09-19T15:02:02.4281785Z,11.00,16.00
2026-09-19T15:02:04.7484511Z,11.20,16.00
2026-09-19T15:02:07.0822607Z,11.34,16.00
2026-09-19T15:02:09.3838783Z,10.84,16.00
2026-09-19T15:02:11.6774158Z,10.85,16.00
2026-09-19T15:02:13.9789799Z,10.96,16.00
2026-09-19T15:02:16.3089236Z,11.06,16.00
2026-09-19T15:02:18.6249828Z,11.35,16.00
2026-09-19T15:02:21.0097270Z,11.19,16.00
2026-09-19T15:02:23.3155169Z,11.45,16.00
2026-09-19T15:02:25.8257653Z,11.66,16.00
2026-09-19T15:02:28.1429708Z,11.38,16.00
2026-09-19T15:02:30.4505078Z,10.65,16.00
2026-09-19T15:02:32.7527798Z,9.51,16.00
2026-09-19T15:02:35.0607928Z,9.58,16.00
2026-09-19T15:02:37.3664126Z,9.79,16.00
2026-09-19T15:02:39.6830982Z,9.85,16.00
2026-09-19T15:02:41.9753330Z,9.52,16.00
2026-09-19T15:02:44.2542880Z,9.48,16.00
2026-09-19T15:02:46.5559527Z,9.71,16.00
2026-09-19T15:02:48.8700919Z,9.84,16.00
2026-09-19T15:02:51.1825900Z,9.72,16.00
2026-09-19T15:02:53.4788698Z,10.09,16.00
2026-09-19T15:02:55.7862488Z,10.16,16.00
